recency,history,used_discount,used_bogo,zip_code,is_referral,channel,offer,conversion,score
9,48.93,1,0,Rural,1,Phone,Buy One Get One,0,0.7859330422642469
9,54.34,1,0,Surburban,0,Phone,Discount,1,1.998089753527641
5,247.82,1,0,Urban,0,Phone,Discount,0,0.651822242951033
11,178.56,1,0,Urban,0,Phone,Discount,0,1.739991739989783
2,86.38,1,0,Urban,1,Web,Discount,0,1.5111188437194247
7,233.4,1,1,Urban,0,Multichannel,No Offer,0,1.1768831372154327
2,189.67,1,0,Rural,1,Web,Buy One Get One,0,1.099878081366005
1,1524.15,1,0,Rural,1,Web,No Offer,0,1.0696526552700545
5,544.43,0,1,Urban,1,Web,Buy One Get One,0,1.5788477629524378
8,60.69,1,0,Urban,1,Phone,Buy One Get One,0,1.252151331771847
10,57.71,0,1,Surburban,0,Web,Discount,0,0.6313513326020546
4,410.86,0,1,Urban,0,Web,No Offer,0,0.9000081534137062
6,40.24,1,0,Surburban,1,Phone,Discount,0,1.3329580631641205
9,535.17,0,1,Surburban,1,Web,Discount,0,0.262842482084383
3,584.63,1,1,Surburban,1,Web,No Offer,0,1.570819859738688
1,29.99,1,0,Urban,1,Phone,Discount,0,1.4981869204639529
3,1570.59,1,1,Urban,1,Web,Buy One Get One,0,1.080993798593755
5,119.47,1,0,Surburban,0,Phone,No Offer,0,1.0402925032547834
7,68.86,0,1,Surburban,0,Phone,No Offer,0,0.6412982094040207
3,68.81,0,1,Urban,0,Phone,Discount,0,0.7470792827880091
9,165.62,0,1,Urban,0,Web,No Offer,0,1.2960915731372484
1,686.08,1,1,Urban,1,Web,No Offer,0,1.0544992959243678
3,263.07,0,1,Surburban,0,Web,Buy One Get One,0,0.8173896279670612
5,568.26,0,1,Surburban,1,Multichannel,Buy One Get One,0,0.30181036869965616
7,145.89,0,1,Urban,0,Phone,No Offer,0,1.0485657784991589
2,190.4,0,1,Rural,1,Web,Buy One Get One,1,1.8476131387598929
5,964.59,0,1,Surburban,1,Phone,No Offer,0,0.6759034233824246
10,158.55,0,1,Surburban,0,Phone,Buy One Get One,0,1.128663417301779
7,578.35,0,1,Surburban,1,Web,Discount,1,1.7475786602227181
7,93.33,1,0,Urban,0,Web,No Offer,0,1.7117074787458018
9,157.76,1,0,Urban,0,Phone,Buy One Get One,0,0.9300840726209869
2,762.0,1,0,Surburban,1,Web,Buy One Get One,0,1.017206514854027
5,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,1.8700442806970163
2,235.19,1,0,Urban,1,Multichannel,Buy One Get One,0,1.2230843031271994
5,42.3,0,1,Urban,0,Phone,No Offer,0,0.7440309522360626
4,474.94,0,1,Urban,1,Web,Discount,0,0.20301817597287497
7,291.88,1,0,Urban,0,Multichannel,No Offer,0,0.35046333984514977
3,80.51,1,0,Surburban,1,Web,Buy One Get One,0,1.1862992056102928
2,224.69,1,1,Urban,0,Web,Buy One Get One,0,1.0875641517752175
6,32.17,1,0,Urban,1,Phone,Discount,0,0.1457043966051902
4,553.42,1,0,Rural,1,Web,Buy One Get One,1,1.47043753146795
1,219.3,0,1,Surburban,0,Phone,Buy One Get One,0,1.0021601292584659
1,200.26,1,0,Surburban,0,Multichannel,No Offer,0,1.1522654086633533
8,1137.96,0,1,Surburban,1,Phone,Discount,0,1.1941734859829654
8,29.99,0,1,Urban,1,Phone,Buy One Get One,0,1.043758349774506
9,51.53,1,0,Surburban,1,Phone,No Offer,0,0.8025677539042435
3,177.36,0,1,Surburban,1,Web,Discount,0,1.325303256769518
9,34.75,1,0,Urban,1,Web,No Offer,0,1.138634286704535
8,402.84,1,0,Surburban,0,Phone,No Offer,0,1.0438790682133439
1,276.21,1,0,Surburban,0,Phone,No Offer,0,1.2943342670689368
1,960.02,1,1,Rural,1,Web,No Offer,1,1.2344218838783303
1,100.92,0,1,Urban,1,Web,No Offer,0,1.4221612379697735
7,770.87,1,1,Urban,1,Phone,Buy One Get One,0,0.7873051591766521
7,63.95,1,0,Urban,1,Phone,Buy One Get One,0,1.5747049406753146
7,348.44,0,1,Surburban,1,Web,Discount,0,0.9690338332267528
11,29.99,0,1,Rural,0,Web,Discount,0,1.3233282756245908
3,216.08,0,1,Urban,0,Phone,No Offer,0,1.6539410398151415
3,211.88,1,1,Surburban,0,Web,Buy One Get One,0,1.057475764824971
9,129.46,1,0,Urban,1,Phone,Discount,0,0.943490122402094
11,189.23,1,0,Surburban,0,Web,Buy One Get One,0,0.9245894015041382
10,149.31,0,1,Rural,1,Phone,Buy One Get One,0,1.28681329836356
4,218.92,0,1,Surburban,0,Web,Discount,1,1.5517277815821302
3,109.34,0,1,Surburban,0,Phone,Discount,0,0.9493244909439725
2,32.18,1,0,Surburban,1,Web,Discount,0,1.2091205504607028
7,287.73,1,1,Urban,0,Web,No Offer,1,1.3639192617450404
4,29.99,0,1,Urban,1,Phone,No Offer,0,0.5396512075440594
12,98.17,0,1,Surburban,1,Web,No Offer,0,1.589538001101341
3,297.33,0,1,Urban,0,Phone,Buy One Get One,0,1.300607543251766
5,728.99,1,0,Urban,1,Web,Discount,0,0.67165282655996
9,483.16,1,1,Urban,0,Phone,Discount,1,2.7445505500801044
4,93.36,1,0,Surburban,1,Phone,No Offer,0,0.8946218713622218
2,542.34,0,1,Urban,1,Phone,No Offer,0,0.895874707466144
9,44.68,1,0,Urban,0,Phone,No Offer,0,0.3515594877737498
6,265.61,0,1,Surburban,1,Multichannel,Buy One Get One,1,1.6079083008452872
4,184.47,1,0,Rural,0,Phone,Buy One Get One,0,0.9210599688722643
8,69.67,1,0,Rural,1,Web,Buy One Get One,0,0.28849120819455765
2,188.03,1,0,Urban,1,Phone,No Offer,0,0.33775547628068514
1,1873.15,0,1,Urban,1,Phone,Buy One Get One,0,1.5658013244455145
1,132.46,1,0,Urban,0,Phone,No Offer,0,1.0903986021234147
8,167.05,0,1,Urban,0,Phone,No Offer,0,1.3412940247977538
3,179.31,0,1,Urban,0,Web,No Offer,0,0.22502328104904823
1,101.99,0,1,Surburban,0,Web,Buy One Get One,1,2.262180413558937
1,290.03,1,1,Urban,0,Web,No Offer,1,2.6565069627138787
1,89.59,0,1,Surburban,1,Web,Discount,0,0.3013299014386204
4,29.99,0,1,Surburban,1,Web,Buy One Get One,0,1.0711225302450142
2,851.45,1,1,Rural,1,Web,No Offer,1,2.4434604809017673
1,248.43,1,0,Surburban,1,Phone,No Offer,0,0.46417212167026345
3,141.2,0,1,Surburban,1,Phone,No Offer,0,0.30357789015537184
9,69.9,1,0,Surburban,1,Web,Buy One Get One,0,0.6428036566556923
7,29.99,1,0,Urban,0,Web,No Offer,0,0.8994777916662625
6,113.6,1,0,Surburban,1,Phone,No Offer,0,1.4347338796951576
10,29.99,0,1,Urban,0,Web,Buy One Get One,0,1.0840059322382625
9,302.52,1,0,Urban,0,Phone,Discount,0,0.15085053559992556
3,73.99,0,1,Surburban,0,Phone,No Offer,0,1.5573986446419257
1,79.5,0,1,Surburban,0,Web,No Offer,0,1.0104994321831782
12,103.6,1,0,Rural,0,Phone,No Offer,0,1.0341620455287148
1,137.29,0,1,Urban,0,Phone,No Offer,0,0.7442409589087327
8,34.8,0,1,Surburban,1,Phone,Buy One Get One,0,1.1503876343089057
6,114.74,1,0,Urban,0,Web,No Offer,1,2.3619232837904987
8,244.94,1,0,Surburban,0,Phone,Buy One Get One,0,1.3998964422002622
1,452.72,0,1,Rural,0,Web,Buy One Get One,0,1.5720906935855141
5,29.99,0,1,Urban,0,Web,Discount,0,0.7009593817578552
1,386.11,1,1,Urban,0,Multichannel,Discount,0,0.7516073517074915
8,45.78,1,0,Surburban,0,Phone,No Offer,0,1.0796341850311484
6,358.77,0,1,Surburban,0,Web,No Offer,0,0.8879037187521664
5,141.74,1,0,Surburban,0,Web,No Offer,0,1.1788631064315216
9,205.33,1,0,Surburban,1,Multichannel,Discount,0,0.7298679768423941
1,629.85,1,0,Urban,1,Web,Discount,1,2.364341704554377
9,64.09,1,0,Surburban,0,Phone,Buy One Get One,0,1.460580645599064
4,162.56,0,1,Urban,1,Phone,Buy One Get One,0,0.7098694931349849
9,383.77,0,1,Surburban,1,Phone,Discount,1,2.059696146222306
6,64.33,1,0,Rural,0,Web,No Offer,1,1.9698130890735746
11,143.65,0,1,Urban,1,Phone,Buy One Get One,0,0.7189366910682058
12,63.28,1,0,Urban,1,Phone,Discount,0,0.27137444469244165
6,108.83,1,0,Urban,0,Phone,Discount,0,0.7303307249114113
4,121.87,1,0,Rural,0,Web,No Offer,0,0.9970072590657337
10,489.29,0,1,Surburban,0,Phone,Discount,0,0.17861217352813297
2,199.97,0,1,Surburban,0,Phone,Discount,0,0.5141384146322456
4,614.83,1,0,Urban,1,Multichannel,No Offer,0,0.621555731935157
5,103.44,0,1,Rural,1,Web,Buy One Get One,1,1.437303283760928
9,199.38,0,1,Urban,1,Phone,Discount,0,0.7463429005573663
4,224.04,1,0,Urban,0,Web,No Offer,0,1.2467995413694604
3,80.65,0,1,Surburban,1,Web,Buy One Get One,1,2.0752150025745335
3,66.47,1,0,Rural,1,Web,Discount,0,1.0308601668741144
9,33.63,0,1,Rural,0,Phone,No Offer,0,0.8740826551009886
6,528.03,1,1,Urban,1,Multichannel,Buy One Get One,0,1.0155556408891453
10,29.99,1,0,Surburban,0,Web,Buy One Get One,0,1.02451969894692
2,109.81,1,0,Urban,1,Web,No Offer,1,1.7829864401498439
10,507.15,0,1,Rural,1,Web,Buy One Get One,0,0.5743133348595493
10,161.43,0,1,Surburban,1,Web,No Offer,1,2.2119901155693302
12,90.15,1,0,Surburban,0,Web,Discount,0,0.634499925345986
1,567.13,0,1,Rural,1,Phone,Buy One Get One,0,1.2031907360042602
1,681.12,1,0,Rural,1,Phone,Discount,0,0.7019362688897053
9,198.54,0,1,Urban,0,Phone,No Offer,0,0.2034659717971743
11,301.0,1,1,Surburban,1,Web,No Offer,0,1.1921589604719698
2,378.5,0,1,Urban,0,Web,Discount,1,2.637065310079998
10,131.95,0,1,Surburban,0,Phone,No Offer,1,1.634879169502825
6,179.51,0,1,Urban,0,Phone,Buy One Get One,0,1.614454452944316
10,375.34,1,0,Rural,0,Web,No Offer,0,0.5247845108681319
8,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,1.25367071219635
1,286.31,1,1,Surburban,0,Web,No Offer,0,1.59246845716945
7,600.13,1,1,Urban,1,Phone,No Offer,0,1.2764246202546123
6,107.42,0,1,Urban,1,Web,No Offer,0,0.8522806676993947
1,1515.82,1,1,Surburban,1,Multichannel,Buy One Get One,1,2.2768087458340416
2,102.99,0,1,Surburban,0,Phone,No Offer,0,0.8132171485157582
10,317.16,1,0,Urban,0,Web,Buy One Get One,0,1.1984718747861363
7,297.6,1,0,Surburban,0,Web,No Offer,0,0.982289134763418
10,599.06,0,1,Urban,1,Web,Buy One Get One,0,0.84044336348054
10,29.99,1,0,Urban,0,Web,Buy One Get One,0,1.6082609992259953
1,783.8,1,1,Surburban,1,Web,No Offer,0,0.43233148700269364
9,89.96,1,0,Surburban,0,Web,Discount,1,2.3940381617611357
8,155.75,0,1,Urban,1,Phone,No Offer,0,0.8247647747213502
11,29.99,1,0,Surburban,1,Phone,Buy One Get One,0,1.163557790098512
5,47.98,0,1,Urban,0,Web,Buy One Get One,0,1.0227685215731066
8,135.67,1,0,Rural,1,Web,Discount,0,0.962876921202575
11,504.86,1,0,Rural,1,Multichannel,Buy One Get One,0,0.5952539979364689
1,904.58,0,1,Surburban,1,Phone,Buy One Get One,1,2.1452960539615344
11,312.41,1,0,Urban,1,Web,Buy One Get One,0,0.9358013828490669
9,404.03,1,1,Urban,0,Multichannel,No Offer,0,0.20638003354416368
7,251.05,1,0,Surburban,0,Multichannel,Buy One Get One,1,1.9541294584213549
1,30.01,0,1,Urban,1,Web,Buy One Get One,0,0.6942101515462733
1,155.65,1,0,Urban,0,Web,No Offer,0,0.80063263016176
12,36.67,0,1,Urban,0,Web,Discount,1,2.473757050445287
12,49.27,1,0,Urban,1,Phone,Buy One Get One,0,0.8934842087109334
1,563.7,1,0,Surburban,1,Multichannel,Discount,0,0.8745733855654144
6,265.2,1,0,Surburban,0,Phone,Discount,0,1.0868005454622405
1,357.56,0,1,Surburban,0,Phone,No Offer,0,0.5972393527951416
11,206.97,1,0,Surburban,0,Web,Discount,0,0.594809450283454
7,1222.53,1,1,Rural,1,Phone,Discount,1,1.7998874402216325
5,67.55,1,0,Surburban,0,Phone,Discount,0,0.477143236404178
9,108.59,1,0,Rural,1,Web,Discount,0,0.9420811573760227
1,615.04,1,1,Surburban,1,Phone,No Offer,0,0.9918412662001048
7,153.17,1,0,Rural,0,Phone,Discount,0,0.6202574387639566
9,40.16,1,0,Urban,1,Phone,Buy One Get One,0,1.5094938692679092
4,127.51,1,0,Urban,1,Web,No Offer,0,1.0815303650710701
8,60.9,0,1,Rural,1,Phone,No Offer,0,1.0381102328565943
1,234.17,1,0,Rural,1,Phone,No Offer,0,0.7251277470040852
12,145.27,1,0,Urban,1,Web,Discount,0,0.9478108370247852
11,112.61,0,1,Urban,0,Web,No Offer,0,0.5681437535478644
5,168.1,1,0,Surburban,0,Web,No Offer,0,0.7237759740252314
1,745.63,1,1,Urban,1,Multichannel,Buy One Get One,0,0.3760331435634071
6,29.99,0,1,Surburban,0,Web,Buy One Get One,0,0.7910731576735165
5,37.79,0,1,Surburban,0,Web,No Offer,0,0.9560783364177068
8,772.55,1,0,Surburban,1,Web,Buy One Get One,0,0.9657569863159626
4,70.16,0,1,Surburban,0,Web,No Offer,0,0.9977214709898741
7,115.07,0,1,Surburban,0,Phone,Buy One Get One,0,2.0433226222785
3,248.26,0,1,Surburban,1,Multichannel,Buy One Get One,0,0.8390569649359196
6,65.1,1,0,Urban,0,Phone,Discount,0,1.5323191976570527
1,585.14,1,0,Surburban,1,Multichannel,Buy One Get One,0,1.0460164025968972
9,297.59,0,1,Surburban,1,Phone,Discount,1,2.1434867776543562
7,409.76,1,1,Urban,0,Multichannel,Discount,0,1.6521797548477586
9,60.15,0,1,Surburban,0,Web,Discount,0,0.7309401317551646
1,111.37,0,1,Surburban,1,Web,No Offer,0,0.792727360237765
7,29.99,0,1,Urban,0,Phone,No Offer,0,1.933470591374376
1,87.0,0,1,Rural,1,Phone,Discount,0,1.4838796977516955
2,46.47,0,1,Surburban,1,Web,No Offer,0,1.2310297279140467
11,297.25,0,1,Urban,1,Phone,Buy One Get One,0,0.5465009925118913
9,129.29,0,1,Urban,1,Web,No Offer,0,0.637916109491967
5,150.06,1,0,Rural,1,Web,Buy One Get One,0,1.2349600622978985
3,708.62,0,1,Surburban,1,Phone,Discount,0,1.6602794698150765
3,29.99,1,0,Urban,1,Phone,Discount,0,0.688406230194432
2,531.69,0,1,Urban,1,Phone,Buy One Get One,0,0.9255008049552085
10,113.33,0,1,Urban,0,Web,No Offer,0,1.5778753073290201
4,737.33,0,1,Surburban,1,Web,Discount,0,1.2169007262745213
12,29.99,1,0,Urban,1,Web,Discount,0,0.6526446673525971
6,1292.1,1,0,Surburban,1,Web,Buy One Get One,0,1.159948454332449
11,272.89,1,0,Surburban,1,Web,Buy One Get One,0,1.2464247838617541
4,302.86,0,1,Surburban,1,Phone,Buy One Get One,0,1.1982273514090598
11,29.99,0,1,Surburban,0,Web,Discount,0,1.2488988180380483
7,758.59,0,1,Surburban,1,Web,Discount,0,1.2967773355308392
4,174.55,1,0,Rural,1,Web,Discount,0,0.9903127928449231
9,76.72,1,0,Surburban,0,Phone,No Offer,0,1.5339574771404474
6,334.34,0,1,Rural,0,Multichannel,Discount,1,2.2768295170479673
12,108.83,1,0,Rural,0,Web,Discount,1,2.360077836019348
10,319.45,0,1,Urban,0,Phone,Discount,0,1.0244117854626205
10,29.99,1,0,Surburban,1,Web,Discount,0,0.7814865653903629
3,367.27,0,1,Surburban,1,Phone,No Offer,0,0.3190106722881758
8,29.99,1,0,Urban,1,Web,No Offer,0,0.9194391541348019
10,102.82,1,0,Surburban,1,Web,Discount,0,1.2320608948973437
10,189.02,0,1,Rural,1,Phone,Buy One Get One,0,0.7357921657878385
4,739.84,1,0,Urban,1,Phone,Discount,0,1.6158182086170176
4,85.64,1,0,Surburban,1,Web,Buy One Get One,0,1.0358453459479369
6,161.43,0,1,Surburban,0,Web,Discount,1,2.684636135248729
8,346.57,1,0,Urban,1,Web,No Offer,0,0.7842325244185883
7,729.01,0,1,Rural,1,Phone,No Offer,0,0.8705495968029573
10,51.33,1,0,Surburban,1,Web,Discount,0,0.9137709255352733
2,159.22,0,1,Surburban,0,Web,Discount,0,1.729297648757878
5,1079.62,1,1,Surburban,1,Web,No Offer,1,2.1028257728513777
10,29.99,1,0,Surburban,1,Web,No Offer,0,1.8313782971257488
11,43.51,0,1,Surburban,0,Web,No Offer,0,0.828608621652565
10,163.8,0,1,Urban,1,Web,Discount,0,1.6279788524176693
9,212.32,1,0,Surburban,0,Multichannel,No Offer,0,0.9685347996141582
7,147.81,1,0,Surburban,1,Web,Discount,0,0.4344719683899678
5,168.93,1,0,Urban,1,Web,Buy One Get One,0,0.5083253028968095
6,1462.5,1,0,Urban,1,Phone,Buy One Get One,0,1.0147788568570428
1,544.98,1,0,Urban,1,Web,No Offer,0,1.2028001945724502
11,322.87,0,1,Rural,0,Phone,Buy One Get One,0,0.33015023551551215
7,508.18,1,0,Urban,1,Web,Discount,0,0.6603110579541824
1,50.62,1,0,Urban,0,Web,No Offer,0,1.4107285436785093
1,806.91,1,1,Surburban,1,Multichannel,Buy One Get One,1,2.0144846500774367
5,291.17,1,0,Surburban,0,Multichannel,No Offer,0,0.35684822639434555
6,447.01,0,1,Urban,1,Web,Buy One Get One,0,0.2671230814743868
5,777.95,1,0,Surburban,1,Web,No Offer,0,1.57868377995702
9,174.11,1,0,Surburban,0,Phone,Buy One Get One,1,1.896590052173353
5,30.59,0,1,Urban,1,Web,Discount,0,1.2634841936860093
4,305.76,0,1,Surburban,0,Phone,No Offer,0,1.3533480483833253
8,29.99,0,1,Surburban,0,Phone,No Offer,1,2.604891344398943
8,256.83,0,1,Urban,1,Web,No Offer,0,0.7850718035998557
7,462.7,0,1,Surburban,1,Multichannel,No Offer,0,0.931768488683827
7,489.49,1,0,Rural,1,Web,No Offer,1,1.8454773510731204
1,352.99,1,0,Urban,0,Web,Buy One Get One,0,0.5743500514084918
3,54.79,1,0,Surburban,0,Phone,Buy One Get One,0,0.5909077879442672
9,29.99,0,1,Surburban,0,Phone,No Offer,0,0.8504330178411191
5,54.14,0,1,Surburban,1,Web,Buy One Get One,0,1.7880502159114178
3,104.0,0,1,Urban,0,Phone,Buy One Get One,0,0.8885538544771538
2,231.27,0,1,Urban,1,Phone,No Offer,0,0.7001192861714193
2,50.37,1,0,Urban,0,Phone,Discount,0,1.4991110725804697
9,189.33,1,0,Urban,1,Phone,No Offer,0,1.411701695391366
1,368.01,0,1,Urban,0,Web,No Offer,0,1.006257890364504
1,331.21,1,0,Rural,1,Phone,No Offer,0,1.437405698438193
2,186.51,0,1,Surburban,0,Phone,Discount,0,1.0238852552328284
9,433.89,0,1,Rural,0,Phone,Discount,0,0.8803780929347188
8,90.62,1,0,Urban,0,Phone,No Offer,0,0.3645015219576472
7,29.99,1,0,Surburban,0,Phone,Buy One Get One,0,1.133682889777205
2,44.37,0,1,Surburban,0,Web,Discount,0,0.7419344964964878
1,539.96,0,1,Surburban,1,Web,Buy One Get One,0,0.6218705310103401
3,43.0,1,0,Urban,0,Phone,No Offer,0,0.8689060251714162
10,145.73,0,1,Urban,1,Phone,No Offer,0,0.9662704133716066
3,80.86,1,0,Rural,1,Phone,No Offer,0,1.8870241006057409
9,646.2,1,0,Urban,1,Phone,Buy One Get One,0,1.3049814225365832
1,585.22,1,0,Urban,1,Phone,Buy One Get One,0,0.7292374548937935
2,202.92,0,1,Surburban,0,Phone,Discount,0,1.0136406704014143
7,78.57,1,0,Urban,1,Web,Buy One Get One,0,1.3418562554768148
1,735.63,1,0,Rural,1,Phone,Buy One Get One,0,1.309997421389765
9,162.44,1,0,Urban,0,Web,Buy One Get One,0,0.5231029071762303
10,226.15,0,1,Surburban,1,Multichannel,Discount,0,1.218165027549781
10,29.99,1,0,Urban,0,Web,Buy One Get One,0,1.2938170179189972
9,179.43,0,1,Urban,0,Web,Buy One Get One,0,1.738938137661454
6,549.78,1,0,Surburban,1,Web,Discount,0,1.5429392256775611
9,34.72,0,1,Surburban,1,Phone,No Offer,0,0.8518667216903043
1,61.08,0,1,Rural,0,Web,Buy One Get One,1,1.4902465776329965
1,92.29,0,1,Rural,1,Phone,No Offer,1,2.9023353647805
4,316.87,0,1,Urban,1,Web,Discount,0,1.1023669126784237
2,189.02,0,1,Urban,1,Phone,No Offer,0,0.8922081608722362
2,210.51,0,1,Urban,0,Phone,Discount,1,2.190342649827466
9,301.15,1,1,Surburban,0,Phone,Discount,1,2.16112128969618
9,127.38,1,0,Surburban,0,Web,Buy One Get One,1,1.4239384400435733
9,29.99,0,1,Surburban,1,Web,Discount,0,0.575772057786444
9,29.99,0,1,Urban,1,Web,No Offer,0,1.8484858917131908
1,70.17,1,0,Surburban,0,Web,No Offer,0,0.7201400576105592
11,262.78,1,0,Urban,1,Phone,Buy One Get One,0,1.1628241404858504
10,138.83,1,0,Urban,0,Phone,No Offer,0,1.014770581873093
6,505.48,1,1,Surburban,1,Phone,No Offer,0,1.6043384530329465
11,92.28,0,1,Surburban,1,Web,Buy One Get One,0,0.8055348834268723
4,209.79,0,1,Rural,0,Multichannel,Discount,1,2.396078627936929
3,34.22,1,0,Urban,1,Phone,Discount,0,1.4282536822841614
2,152.95,0,1,Surburban,0,Web,No Offer,0,0.6287062288274934
5,427.17,1,1,Urban,0,Web,No Offer,0,1.120111822727608
1,163.58,0,1,Urban,0,Web,Buy One Get One,1,2.2574033129010367
1,75.83,1,0,Surburban,0,Phone,No Offer,1,1.339943569320059
11,184.17,1,0,Surburban,0,Phone,Buy One Get One,0,1.0029387896627295
10,466.25,0,1,Urban,0,Phone,No Offer,0,1.0979848812527573
7,151.91,0,1,Surburban,1,Web,Buy One Get One,0,0.9990789286266182
1,148.57,0,1,Urban,0,Web,Buy One Get One,0,0.11986490682038864
2,200.23,1,0,Surburban,0,Phone,Buy One Get One,0,1.4833953301877585
5,663.14,1,1,Surburban,1,Multichannel,Buy One Get One,1,1.765927188206352
4,383.9,0,1,Surburban,0,Web,Buy One Get One,0,1.3738116217885086
2,227.46,1,0,Urban,0,Web,No Offer,0,0.6600985785456237
8,212.27,0,1,Urban,1,Multichannel,Buy One Get One,0,0.6762996565065214
6,97.9,0,1,Surburban,1,Phone,Discount,0,1.3409923345871206
7,208.25,0,1,Surburban,1,Multichannel,Buy One Get One,0,0.07284566299288298
12,88.65,1,0,Surburban,0,Web,Discount,0,0.5685114471921157
10,64.55,1,0,Surburban,1,Phone,Buy One Get One,0,1.3487184146514704
2,454.04,1,0,Surburban,0,Web,Buy One Get One,0,1.161997389639036
1,29.99,0,1,Urban,0,Web,Buy One Get One,0,0.8639811410513846
7,157.63,1,0,Urban,1,Phone,Discount,0,1.2666604123597176
3,29.99,0,1,Urban,1,Phone,Discount,0,0.8688249881777428
10,119.63,0,1,Rural,0,Web,Discount,0,1.283681116523028
4,317.96,0,1,Urban,0,Web,No Offer,0,1.088038256722546
3,138.44,1,0,Urban,1,Phone,Buy One Get One,0,1.6449892543779217
4,186.97,1,0,Urban,1,Web,No Offer,0,0.6496005786860863
5,226.84,0,1,Surburban,1,Multichannel,No Offer,0,1.5753542814652255
3,351.2,1,0,Surburban,0,Multichannel,Buy One Get One,0,0.667088537744783
2,458.41,0,1,Surburban,0,Multichannel,Discount,0,1.233732309886667
5,135.64,1,0,Urban,0,Web,Discount,0,0.9464549113371485
10,127.29,0,1,Urban,1,Phone,No Offer,0,0.8173394595470664
9,158.91,1,0,Rural,1,Web,Buy One Get One,1,2.196992133510334
1,478.49,0,1,Surburban,0,Multichannel,Buy One Get One,0,0.848457869141028
11,138.08,1,0,Urban,0,Phone,Buy One Get One,0,1.0059180890383512
1,525.42,0,1,Urban,1,Phone,Discount,0,1.2816850593422786
1,303.34,1,1,Urban,0,Web,Discount,1,1.8493548430226938
5,50.63,1,0,Urban,0,Phone,Discount,0,1.2510610399366935
9,35.4,0,1,Surburban,1,Web,No Offer,0,1.4494596941771671
7,38.9,0,1,Surburban,1,Web,Buy One Get One,0,0.8188232369310914
5,46.09,1,0,Urban,0,Web,No Offer,0,0.609196293579064
6,333.21,1,0,Urban,1,Phone,Discount,0,0.9663972385969837
2,584.37,1,0,Urban,1,Multichannel,Discount,1,2.389407865205357
6,29.99,0,1,Urban,1,Phone,Buy One Get One,0,1.1880761008847103
4,78.96,0,1,Urban,1,Phone,No Offer,0,0.8171927480366673
4,53.42,0,1,Surburban,0,Phone,Discount,0,0.5575778843652257
3,314.67,1,0,Rural,1,Web,No Offer,0,0.5501667803500434
5,306.21,0,1,Surburban,0,Web,Buy One Get One,0,0.6580285736484633
4,72.38,1,0,Rural,1,Web,Buy One Get One,1,1.8512372678136235
1,375.03,1,0,Surburban,0,Phone,No Offer,0,1.1139851127074136
3,163.76,1,0,Surburban,1,Phone,Buy One Get One,0,1.2415502195058046
6,178.37,1,0,Surburban,1,Web,Discount,1,1.0473161898132775
1,522.77,1,0,Surburban,1,Multichannel,No Offer,0,1.329888498709601
8,59.95,1,0,Urban,0,Phone,No Offer,0,1.6025847078700823
6,569.14,0,1,Surburban,1,Web,No Offer,0,0.7066555026956878
4,275.27,1,0,Rural,1,Phone,No Offer,0,1.807031404191279
1,29.99,0,1,Urban,0,Web,No Offer,0,1.3034693450715942
2,675.88,1,1,Urban,1,Phone,Discount,0,1.119298427953985
10,161.65,1,0,Surburban,0,Web,Buy One Get One,0,0.5089342710893525
11,568.56,1,1,Urban,1,Multichannel,Buy One Get One,0,1.3535645039829618
9,257.6,1,1,Urban,1,Phone,No Offer,0,0.8270996652365872
2,269.13,0,1,Surburban,0,Multichannel,Buy One Get One,0,1.0193743739732577
12,32.51,0,1,Rural,0,Phone,No Offer,0,1.5130685177882306
11,99.05,1,0,Urban,1,Phone,No Offer,0,0.7253578487413048
7,340.72,1,0,Urban,0,Web,Discount,0,1.7107231593222878
9,100.86,1,0,Surburban,1,Phone,Discount,0,1.106459369693151
3,1118.27,1,1,Surburban,1,Multichannel,Buy One Get One,0,0.591320836183879
2,214.95,0,1,Rural,1,Web,Buy One Get One,0,1.4781768340881296
